Date,Open,High,Low,Close ,Adj Close ,Volume
"May 3, 2023",2017.10,2035.10,2015.20,2028.60,2028.60,1349.00
"May 2, 2023",1994.70,2018.00,1994.70,2014.30,2014.30,1896.00
"May 1, 2023",1980.10,2005.00,1976.90,1983.40,1983.40,210.00
"Apr 28, 2023",1986.90,1990.10,1977.70,1990.10,1990.10,152.00
"Apr 27, 2023",1990.60,2002.30,1979.90,1989.90,1989.90,355.00
"Apr 26, 2023",1997.80,1998.80,1985.60,1985.70,1985.70,615.00
"Apr 25, 2023",1995.70,1999.10,1982.30,1994.00,1994.00,306.00
"Apr 24, 2023",1981.30,1989.80,1977.40,1989.10,1989.10,145.00
"Apr 21, 2023",1996.20,1996.20,1974.10,1979.50,1979.50,132.00
"Apr 20, 2023",1998.00,2007.60,1998.00,2007.60,2007.60,164.00
"Apr 19, 2023",2005.70,2006.40,1969.80,1995.20,1995.20,61.00
"Apr 18, 2023",1996.90,2007.40,1996.90,2007.40,2007.40,72.00
"Apr 17, 2023",2002.70,2007.60,1983.20,1994.20,1994.20,554.00
"Apr 14, 2023",2041.00,2047.80,1995.00,2002.20,2002.20,718.00
"Apr 13, 2023",2015.60,2048.60,2015.60,2041.30,2041.30,1043.00
"Apr 12, 2023",2005.20,2025.70,2005.20,2010.90,2010.90,172.00
"Apr 11, 2023",1991.40,2006.50,1991.40,2004.80,2004.80,68.00
"Apr 10, 2023",2000.00,2006.60,1984.00,1989.10,1989.10,652.00
"Apr 6, 2023",2022.20,2023.30,2005.00,2011.90,2011.90,-
"Apr 5, 2023",2022.10,2033.80,2013.60,2020.90,2020.90,525.00
"Apr 4, 2023",1984.60,2027.10,1979.00,2022.20,2022.20,811.00
"Apr 3, 2023",1968.10,1991.70,1950.00,1983.90,1983.90,737.00
"Mar 31, 2023",1981.30,1986.80,1968.00,1969.00,1969.00,957.00
"Mar 30, 2023",1965.90,1984.40,1954.90,1980.30,1980.30,10119.00
"Mar 29, 2023",1966.10,1966.10,1966.10,1966.10,1966.10,88563.00
"Mar 28, 2023",1972.40,1972.40,1972.40,1972.40,1972.40,21.00
"Mar 27, 2023",1957.20,1957.20,1952.40,1952.40,1952.40,877.00
"Mar 24, 2023",1991.70,1995.40,1982.10,1982.10,1982.10,19.00
"Mar 23, 2023",1990.50,1994.60,1990.50,1993.80,1993.80,33.00
"Mar 22, 2023",1946.80,1974.00,1946.80,1946.80,1946.80,50.00
"Mar 21, 2023",1973.80,1973.80,1938.00,1938.00,1938.00,47.00
"Mar 20, 2023",1988.30,2003.90,1968.90,1979.20,1979.20,389.00
"Mar 17, 2023",1946.00,1985.10,1946.00,1969.80,1969.80,82.00
"Mar 16, 2023",1909.90,1931.70,1909.90,1919.00,1919.00,394.00
"Mar 15, 2023",1903.90,1926.60,1898.50,1926.60,1926.60,564.00
"Mar 14, 2023",1912.20,1912.20,1901.10,1906.20,1906.20,107.00
"Mar 13, 2023",1890.80,1913.10,1875.10,1911.70,1911.70,503.00
"Mar 10, 2023",1852.30,1868.50,1852.00,1862.00,1862.00,248.00
"Mar 9, 2023",1816.40,1829.30,1815.60,1829.30,1829.30,332.00
"Mar 8, 2023",1811.60,1812.90,1811.50,1812.70,1812.70,75.00
"Mar 7, 2023",1840.90,1840.90,1813.90,1813.90,1813.90,450.00
"Mar 6, 2023",1853.30,1853.80,1844.20,1847.90,1847.90,5.00
"Mar 3, 2023",1837.30,1855.40,1837.30,1847.70,1847.70,61.00
"Mar 2, 2023",1830.00,1836.30,1830.00,1833.50,1833.50,154.00
"Mar 1, 2023",1827.10,1841.70,1827.10,1837.70,1837.70,211.00
"Feb 28, 2023",1808.10,1830.00,1808.10,1828.90,1828.90,618.00
"Feb 27, 2023",1811.60,1817.50,1808.90,1817.00,1817.00,829.00
"Feb 24, 2023",1808.80,1808.80,1808.80,1808.80,1808.80,404.00
"Feb 23, 2023",1826.40,1827.50,1818.00,1818.00,1818.00,291.00
"Feb 22, 2023",1835.70,1836.20,1825.10,1832.00,1832.00,278.00
"Feb 21, 2023",1842.60,1843.00,1833.00,1833.00,1833.00,862.00
"Feb 17, 2023",1827.40,1842.20,1818.40,1840.40,1840.40,35.00
"Feb 16, 2023",1838.60,1843.70,1827.20,1842.00,1842.00,222.00
"Feb 15, 2023",1842.00,1842.00,1828.20,1834.20,1834.20,368.00
"Feb 14, 2023",1854.10,1862.00,1846.20,1854.00,1854.00,656.00
"Feb 13, 2023",1859.00,1861.00,1850.00,1851.90,1851.90,569.00
"Feb 10, 2023",1861.60,1863.50,1852.40,1862.80,1862.80,27.00
"Feb 9, 2023",1875.30,1884.60,1859.80,1866.20,1866.20,223.00
"Feb 8, 2023",1872.10,1880.40,1872.10,1877.40,1877.40,230.00
"Feb 7, 2023",1870.00,1875.70,1868.00,1871.70,1871.70,297.00
"Feb 6, 2023",1865.60,1880.00,1863.40,1866.20,1866.20,424.00
"Feb 3, 2023",1912.40,1917.00,1861.50,1862.90,1862.90,992.00
"Feb 2, 2023",1952.30,1959.10,1911.30,1916.30,1916.30,748.00
"Feb 1, 2023",1927.20,1955.00,1922.00,1927.80,1927.80,2290.00
"Jan 31, 2023",1923.00,1930.40,1900.60,1929.50,1929.50,1910.00
"Jan 30, 2023",1928.30,1933.60,1920.30,1922.90,1922.90,27220.00
"Jan 27, 2023",1928.60,1928.60,1928.60,1928.60,1928.60,150902.00
"Jan 26, 2023",1936.60,1937.10,1927.10,1929.10,1929.10,131.00
"Jan 25, 2023",1941.20,1941.20,1939.80,1941.20,1941.20,7.00
"Jan 24, 2023",1931.80,1936.80,1931.80,1933.90,1933.90,201.00
"Jan 23, 2023",1926.50,1927.10,1915.00,1927.10,1927.10,218.00
"Jan 20, 2023",1922.10,1928.50,1921.40,1926.40,1926.40,1346.00
"Jan 19, 2023",1922.10,1931.80,1922.10,1922.10,1922.10,371.00
"Jan 18, 2023",1911.10,1911.10,1903.10,1904.40,1904.40,1027.00
"Jan 17, 2023",1920.10,1920.10,1905.20,1907.20,1907.20,706.00
"Jan 13, 2023",1899.00,1920.90,1898.30,1918.40,1918.40,512.00
"Jan 12, 2023",1877.20,1897.40,1877.20,1895.50,1895.50,59.00
"Jan 11, 2023",1873.10,1877.80,1873.10,1874.60,1874.60,1236.00
"Jan 10, 2023",1877.80,1878.10,1871.60,1871.60,1871.60,101.00
"Jan 9, 2023",1867.00,1880.00,1867.00,1872.70,1872.70,62.00
"Jan 6, 2023",1838.40,1868.20,1835.30,1864.20,1864.20,26.00
"Jan 5, 2023",1855.20,1855.20,1834.80,1834.80,1834.80,24.00
"Jan 4, 2023",1845.60,1859.10,1845.60,1852.80,1852.80,25.00
"Jan 3, 2023",1836.20,1839.70,1836.20,1839.70,1839.70,29.00
"Dec 30, 2022",1817.00,1822.30,1816.80,1819.70,1819.70,95.00
"Dec 29, 2022",1805.80,1819.50,1805.80,1819.50,1819.50,277.00
"Dec 28, 2022",1803.20,1807.90,1803.10,1807.90,1807.90,434.00
"Dec 27, 2022",1803.40,1826.30,1803.40,1814.80,1814.80,69.00
"Dec 23, 2022",1794.30,1802.80,1794.10,1795.90,1795.90,49.00
"Dec 22, 2022",1818.10,1818.10,1785.00,1787.00,1787.00,411.00
"Dec 21, 2022",1817.40,1821.40,1814.40,1815.90,1815.90,35.00
"Dec 20, 2022",1786.50,1821.40,1786.50,1815.90,1815.90,51.00
"Dec 19, 2022",1791.60,1796.30,1785.60,1787.70,1787.70,79.00
"Dec 16, 2022",1777.90,1791.40,1777.90,1790.00,1790.00,206.00
"Dec 15, 2022",1801.00,1801.00,1774.80,1777.20,1777.20,421.00
"Dec 14, 2022",1810.80,1812.80,1797.90,1807.50,1807.50,1074.00
"Dec 13, 2022",1780.70,1819.80,1780.50,1813.90,1813.90,205.00
"Dec 12, 2022",1787.30,1793.90,1777.70,1780.50,1780.50,85.00
"Dec 9, 2022",1794.90,1804.30,1791.10,1798.10,1798.10,125.00
"Dec 8, 2022",1782.00,1790.90,1782.00,1788.70,1788.70,713.00
"Dec 7, 2022",1769.30,1790.30,1769.30,1785.50,1785.50,422.00
"Dec 6, 2022",1768.60,1779.40,1767.90,1769.30,1769.30,105.00
"Dec 5, 2022",1795.70,1808.00,1764.30,1767.40,1767.40,1713.00
"Dec 2, 2022",1802.00,1802.30,1779.40,1795.90,1795.90,1725.00
"Dec 1, 2022",1768.70,1803.70,1768.70,1801.10,1801.10,1053.00
"Nov 30, 2022",1748.10,1769.40,1745.10,1746.00,1746.00,3339.00
"Nov 29, 2022",1739.50,1758.20,1737.90,1748.40,1748.40,19416.00
"Nov 28, 2022",1741.30,1741.30,1740.10,1740.10,1740.10,132767.00
"Nov 25, 2022",1753.00,1757.90,1749.20,1753.30,1753.30,216.00
"Nov 23, 2022",1736.50,1750.90,1736.50,1744.90,1744.90,39.00
"Nov 22, 2022",1741.70,1741.70,1738.30,1738.30,1738.30,15.00
"Nov 21, 2022",1739.00,1744.90,1736.10,1737.40,1737.40,544.00
"Nov 18, 2022",1763.30,1763.30,1747.60,1751.90,1751.90,414.00
"Nov 17, 2022",1763.00,1763.00,1756.00,1760.80,1760.80,18.00
"Nov 16, 2022",1776.60,1778.90,1773.00,1773.00,1773.00,303.00
"Nov 15, 2022",1770.80,1773.80,1769.90,1773.80,1773.80,57.00
"Nov 14, 2022",1762.00,1773.60,1761.60,1773.60,1773.60,358.00
"Nov 11, 2022",1763.80,1766.00,1757.60,1766.00,1766.00,257.00
"Nov 10, 2022",1708.20,1750.30,1708.20,1750.30,1750.30,325.00
"Nov 9, 2022",1707.40,1720.20,1706.00,1710.10,1710.10,497.00
"Nov 8, 2022",1703.20,1712.10,1703.20,1712.10,1712.10,23.00
"Nov 7, 2022",1676.90,1677.90,1672.90,1676.50,1676.50,42.00
"Nov 4, 2022",1630.20,1674.50,1629.00,1672.50,1672.50,159.00
"Nov 3, 2022",1629.20,1629.20,1615.10,1627.30,1627.30,1427.00
"Nov 2, 2022",1650.80,1664.70,1634.00,1645.70,1645.70,612.00
"Nov 1, 2022",1630.80,1653.70,1630.80,1645.00,1645.00,985.00
"Oct 31, 2022",1641.80,1641.80,1633.40,1635.90,1635.90,522.00
"Oct 28, 2022",1661.00,1661.00,1638.70,1639.60,1639.60,626.00
"Oct 27, 2022",1660.70,1660.70,1660.70,1660.70,1660.70,2298.00
"Oct 26, 2022",1649.80,1667.00,1649.80,1664.00,1664.00,89.00
"Oct 25, 2022",1648.20,1652.80,1637.30,1652.80,1652.80,880.00
"Oct 24, 2022",1662.70,1662.70,1648.70,1648.70,1648.70,29.00
"Oct 21, 2022",1634.10,1653.90,1634.10,1651.00,1651.00,224.00
"Oct 20, 2022",1622.80,1641.40,1622.80,1630.80,1630.80,477.00
"Oct 19, 2022",1637.50,1637.50,1627.50,1627.50,1627.50,84.00
"Oct 18, 2022",1651.40,1655.20,1649.00,1649.00,1649.00,597.00
"Oct 17, 2022",1650.20,1657.00,1646.80,1657.00,1657.00,238.00
"Oct 14, 2022",1665.30,1667.00,1640.00,1641.70,1641.70,82.00
"Oct 13, 2022",1675.20,1675.30,1641.50,1670.00,1670.00,729.00
"Oct 12, 2022",1668.00,1672.70,1668.00,1670.30,1670.30,149.00
"Oct 11, 2022",1661.80,1678.70,1661.00,1678.70,1678.70,167.00
"Oct 10, 2022",1693.40,1693.40,1667.00,1667.30,1667.30,195.00
"Oct 7, 2022",1710.10,1710.10,1693.70,1700.50,1700.50,179.00
"Oct 6, 2022",1721.00,1723.30,1709.10,1711.70,1711.70,133.00
"Oct 5, 2022",1724.10,1726.60,1703.00,1711.40,1711.40,418.00
"Oct 4, 2022",1701.20,1728.00,1696.00,1721.10,1721.10,291.00
"Oct 3, 2022",1667.20,1700.00,1661.90,1692.90,1692.90,410.00
"Sep 30, 2022",1661.70,1672.70,1658.00,1662.40,1662.40,548.00
"Sep 29, 2022",1657.00,1662.60,1640.00,1658.50,1658.50,6028.00
"Sep 28, 2022",1620.40,1660.40,1620.40,1660.40,1660.40,18311.00
"Sep 27, 2022",1632.20,1636.60,1626.70,1626.70,1626.70,888.00
"Sep 26, 2022",1623.30,1623.30,1623.30,1623.30,1623.30,1205.00
"Sep 23, 2022",1667.00,1667.00,1645.30,1645.30,1645.30,1224.00
"Sep 22, 2022",1668.30,1670.80,1668.30,1670.80,1670.80,973.00
"Sep 21, 2022",1665.50,1680.10,1664.60,1664.60,1664.60,2337.00
"Sep 20, 2022",1659.70,1659.70,1659.70,1659.70,1659.70,2830.00
"Sep 19, 2022",1661.80,1669.40,1658.50,1666.20,1666.20,580.00
"Sep 16, 2022",1660.40,1674.90,1651.70,1671.70,1671.70,464.00
"Sep 15, 2022",1685.50,1686.00,1662.30,1665.40,1665.40,1125.00
"Sep 14, 2022",1698.70,1701.80,1696.50,1696.50,1696.50,532.00
"Sep 13, 2022",1720.50,1720.50,1697.30,1705.00,1705.00,432.00
"Sep 12, 2022",1727.40,1728.10,1727.40,1728.10,1728.10,68.00
"Sep 9, 2022",1719.20,1720.00,1712.80,1716.20,1716.20,635.00
"Sep 8, 2022",1718.20,1718.20,1705.30,1708.00,1708.00,1193.00
"Sep 7, 2022",1694.80,1715.30,1694.70,1715.30,1715.30,651.00
"Sep 6, 2022",1709.70,1717.40,1699.70,1700.40,1700.40,697.00
"Sep 2, 2022",1703.40,1715.70,1703.10,1709.80,1709.80,182.00
"Sep 1, 2022",1707.90,1707.90,1693.90,1696.60,1696.60,683.00
"Aug 31, 2022",1718.30,1720.90,1708.50,1712.80,1712.80,2133.00
"Aug 30, 2022",1736.40,1739.00,1720.70,1723.20,1723.20,385.00
"Aug 29, 2022",1732.40,1741.20,1732.10,1736.60,1736.60,950.00
"Aug 26, 2022",1754.00,1755.00,1736.10,1736.10,1736.10,202.00
"Aug 25, 2022",1761.60,1761.80,1755.00,1757.70,1757.70,172.00
"Aug 24, 2022",1745.00,1751.80,1743.60,1747.80,1747.80,187.00
"Aug 23, 2022",1738.00,1748.90,1731.90,1746.80,1746.80,509.00
"Aug 22, 2022",1740.50,1740.50,1726.50,1734.00,1734.00,347.00
"Aug 19, 2022",1753.70,1754.30,1747.50,1747.60,1747.60,49.00
"Aug 18, 2022",1762.90,1762.90,1753.40,1755.30,1755.30,321.00
"Aug 17, 2022",1769.70,1769.70,1760.00,1760.30,1760.30,23.00
"Aug 16, 2022",1777.40,1777.40,1771.40,1773.20,1773.20,308.00
"Aug 15, 2022",1799.00,1799.00,1774.70,1781.40,1781.40,64.00
"Aug 12, 2022",1786.30,1800.40,1784.30,1798.60,1798.60,187.00
"Aug 11, 2022",1794.30,1794.30,1785.70,1789.70,1789.70,1235.00
"Aug 10, 2022",1804.40,1804.90,1787.80,1795.60,1795.60,601.00
"Aug 9, 2022",1790.00,1796.10,1789.00,1794.00,1794.00,249.00
"Aug 8, 2022",1771.80,1786.80,1771.80,1786.80,1786.80,127.00
"Aug 5, 2022",1791.20,1791.40,1764.20,1772.90,1772.90,645.00
"Aug 4, 2022",1769.40,1792.10,1767.70,1788.50,1788.50,285.00
"Aug 3, 2022",1756.70,1770.50,1753.00,1758.00,1758.00,399.00
"Aug 2, 2022",1772.10,1786.60,1759.40,1771.10,1771.10,1078.00
"Aug 1, 2022",1763.90,1772.50,1756.10,1769.00,1769.00,705.00
"Jul 29, 2022",1754.00,1765.70,1750.00,1762.90,1762.90,3485.00
"Jul 28, 2022",1732.30,1755.00,1732.00,1750.30,1750.30,37236.00
"Jul 27, 2022",1719.10,1719.10,1719.10,1719.10,1719.10,144865.00
"Jul 26, 2022",1718.00,1718.00,1717.70,1717.70,1717.70,1.00
"Jul 25, 2022",1727.00,1732.00,1719.00,1719.00,1719.00,67.00
"Jul 22, 2022",1713.30,1735.00,1713.00,1727.10,1727.10,61.00
"Jul 21, 2022",1687.00,1715.50,1679.80,1712.70,1712.70,183.00
"Jul 20, 2022",1707.10,1708.50,1699.50,1699.50,1699.50,130.00
"Jul 19, 2022",1712.30,1714.40,1706.10,1710.00,1710.00,1684.00
"Jul 18, 2022",1712.20,1712.40,1709.20,1709.20,1709.20,264.00
"Jul 15, 2022",1705.40,1709.70,1701.10,1702.40,1702.40,721.00
"Jul 14, 2022",1710.30,1710.50,1704.50,1704.50,1704.50,1289.00
"Jul 13, 2022",1710.00,1734.20,1710.00,1734.20,1734.20,368.00
"Jul 12, 2022",1734.20,1735.50,1723.30,1723.30,1723.30,451.00
"Jul 11, 2022",1732.50,1736.70,1730.00,1730.00,1730.00,75.00
"Jul 8, 2022",1738.10,1749.30,1732.10,1740.60,1740.60,370.00
"Jul 7, 2022",1745.20,1745.20,1737.00,1737.90,1737.90,1869.00
"Jul 6, 2022",1762.50,1768.00,1734.00,1734.90,1734.90,1729.00
"Jul 5, 2022",1805.40,1805.40,1761.80,1761.80,1761.80,64.00
"Jul 1, 2022",1795.50,1806.10,1791.60,1798.90,1798.90,77.00
"Jun 30, 2022",1809.60,1817.30,1801.00,1804.10,1804.10,328.00
"Jun 29, 2022",1818.30,1830.30,1812.80,1813.70,1813.70,173.00
"Jun 28, 2022",1824.20,1826.00,1817.50,1817.50,1817.50,391.00
"Jun 27, 2022",1830.50,1830.70,1819.90,1820.90,1820.90,77.00
"Jun 24, 2022",1820.50,1826.50,1815.80,1826.50,1826.50,61.00
"Jun 23, 2022",1835.50,1841.20,1825.70,1825.70,1825.70,9.00
"Jun 22, 2022",1829.50,1842.70,1821.60,1834.30,1834.30,115.00
"Jun 21, 2022",1835.30,1838.60,1830.10,1834.60,1834.60,216.00
"Jun 17, 2022",1853.70,1853.70,1833.60,1835.60,1835.60,170.00
"Jun 16, 2022",1819.20,1850.60,1814.90,1845.70,1845.70,136.00
"Jun 15, 2022",1814.10,1839.00,1810.80,1815.30,1815.30,108.00
"Jun 14, 2022",1825.00,1825.50,1805.30,1809.50,1809.50,536.00
"Jun 13, 2022",1873.80,1873.80,1818.70,1828.00,1828.00,127.00
"Jun 10, 2022",1842.70,1875.60,1823.90,1871.50,1871.50,1490.00
"Jun 9, 2022",1846.10,1850.10,1837.90,1848.80,1848.80,159.00
"Jun 8, 2022",1844.80,1855.00,1844.40,1851.90,1851.90,218.00
"Jun 7, 2022",1836.90,1851.60,1835.00,1847.50,1847.50,1168.00
"Jun 6, 2022",1849.00,1854.10,1839.20,1839.20,1839.20,142.00
"Jun 3, 2022",1867.60,1871.80,1845.40,1845.40,1845.40,53.00
"Jun 2, 2022",1845.40,1868.70,1842.10,1866.50,1866.50,551.00
"Jun 1, 2022",1831.00,1847.90,1825.30,1843.30,1843.30,1623.00
"May 31, 2022",1850.30,1862.10,1832.80,1842.70,1842.70,4073.00
"May 27, 2022",1848.30,1860.70,1845.90,1851.30,1851.30,30091.00
"May 26, 2022",1840.40,1847.40,1840.40,1847.40,1847.40,123355.00
"May 25, 2022",1846.20,1846.20,1846.20,1846.20,1846.20,-
"May 24, 2022",1852.50,1867.00,1852.50,1865.10,1865.10,33.00
"May 23, 2022",1846.30,1863.00,1845.80,1847.80,1847.80,216.00
"May 20, 2022",1839.10,1841.80,1836.30,1841.80,1841.80,110.00
"May 19, 2022",1810.90,1841.20,1810.70,1841.20,1841.20,138.00
"May 18, 2022",1815.00,1819.70,1805.00,1815.90,1815.90,311.00
"May 17, 2022",1824.90,1828.60,1816.70,1818.20,1818.20,121.00
"May 16, 2022",1790.50,1813.50,1787.00,1813.50,1813.50,34.00
"May 13, 2022",1825.00,1825.00,1807.40,1807.40,1807.40,335.00
"May 12, 2022",1849.80,1851.90,1822.20,1823.80,1823.80,153.00
"May 11, 2022",1841.50,1852.60,1841.00,1852.60,1852.60,892.00
"May 10, 2022",1839.90,1839.90,1839.90,1839.90,1839.90,1540.00
"May 9, 2022",1866.60,1867.50,1854.00,1857.10,1857.10,304.00
"May 6, 2022",1874.70,1890.30,1871.50,1881.20,1881.20,214.00
"May 5, 2022",1897.00,1904.30,1874.00,1874.00,1874.00,80.00
"May 4, 2022",1867.00,1867.00,1867.00,1867.00,1867.00,1.00
"May 3, 2022",1868.80,1868.80,1868.80,1868.80,1868.80,466.00
"May 2, 2022",1896.70,1896.80,1853.00,1861.80,1861.80,385.00
"Apr 29, 2022",1902.70,1918.20,1902.40,1909.30,1909.30,132.00
"Apr 28, 2022",1883.80,1893.00,1872.90,1888.70,1888.70,513.00
"Apr 27, 2022",1897.80,1900.60,1882.20,1885.90,1885.90,1786.00
"Apr 26, 2022",1900.50,1909.10,1894.00,1901.40,1901.40,302.00
"Apr 25, 2022",1925.00,1925.00,1889.30,1893.20,1893.20,748.00
"Apr 22, 2022",1949.60,1950.40,1930.20,1931.00,1931.00,178.00
"Apr 21, 2022",1942.50,1944.90,1942.50,1944.90,1944.90,4.00
"Apr 20, 2022",1945.50,1953.60,1945.50,1952.30,1952.30,621.00
"Apr 19, 2022",1973.80,1978.30,1945.70,1955.70,1955.70,130.00
"Apr 18, 2022",1973.40,1997.10,1972.80,1982.90,1982.90,196.00
"Apr 14, 2022",1977.20,1978.70,1963.00,1970.90,1970.90,101.00
"Apr 13, 2022",1969.50,1981.00,1969.50,1981.00,1981.00,204.00
"Apr 12, 2022",1952.50,1977.10,1950.60,1972.10,1972.10,246.00
"Apr 11, 2022",1946.60,1968.40,1941.80,1944.30,1944.30,163.00
"Apr 8, 2022",1928.80,1947.70,1928.80,1941.60,1941.60,153.00
"Apr 7, 2022",1919.50,1934.80,1919.50,1933.80,1933.80,311.00
"Apr 6, 2022",1916.70,1931.80,1916.70,1918.40,1918.40,138.00
"Apr 5, 2022",1927.10,1943.50,1918.40,1922.90,1922.90,412.00
"Apr 4, 2022",1921.20,1936.10,1915.60,1929.20,1929.20,371.00
"Apr 1, 2022",1935.00,1938.00,1917.00,1919.10,1919.10,1016.00
"Mar 31, 2022",1933.50,1949.90,1919.10,1949.20,1949.20,3617.00
"Mar 30, 2022",1918.40,1937.00,1914.50,1933.50,1933.50,17765.00
"Mar 29, 2022",1893.50,1912.00,1893.50,1912.00,1912.00,128051.00
"Mar 28, 2022",1932.60,1939.60,1932.60,1939.60,1939.60,7.00
"Mar 25, 2022",1953.80,1953.80,1953.80,1953.80,1953.80,83.00
"Mar 24, 2022",1963.60,1964.00,1961.60,1961.60,1961.60,8.00
"Mar 23, 2022",1936.60,1936.60,1936.60,1936.60,1936.60,204.00
"Mar 22, 2022",1920.70,1920.70,1920.70,1920.70,1920.70,26.00
"Mar 21, 2022",1925.40,1928.60,1925.00,1928.60,1928.60,5.00
"Mar 18, 2022",1934.50,1939.30,1928.20,1928.20,1928.20,28.00
"Mar 17, 2022",1933.90,1947.20,1933.90,1942.10,1942.10,39.00
"Mar 16, 2022",1922.40,1922.40,1907.20,1908.00,1908.00,104.00
"Mar 15, 2022",1939.80,1939.90,1910.70,1928.50,1928.50,71.00
"Mar 14, 2022",1976.50,1977.70,1959.60,1959.60,1959.60,145.00
"Mar 11, 2022",1985.00,1996.00,1959.90,1982.70,1982.70,865.00
"Mar 10, 2022",1978.10,2010.50,1978.10,1998.10,1998.10,670.00
"Mar 9, 2022",2053.60,2063.00,1980.80,1985.90,1985.90,1022.00
"Mar 8, 2022",1999.40,2072.00,1998.00,2040.10,2040.10,1813.00
"Mar 7, 2022",1989.00,2001.10,1963.00,1993.90,1993.90,2516.00
"Mar 4, 2022",1937.00,1970.90,1935.60,1965.10,1965.10,47.00
"Mar 3, 2022",1930.50,1940.30,1924.80,1934.40,1934.40,122.00
"Mar 2, 2022",1945.60,1948.20,1919.80,1920.90,1920.90,109.00
"Mar 1, 2022",1908.30,1942.40,1903.80,1942.40,1942.40,547.00
"Feb 28, 2022",1928.30,1928.40,1894.20,1899.40,1899.40,390.00
"Feb 25, 2022",1906.90,1920.00,1883.60,1886.50,1886.50,586.00
"Feb 24, 2022",1911.90,1972.50,1911.70,1925.10,1925.10,2706.00
"Feb 23, 2022",1896.60,1910.60,1895.70,1909.20,1909.20,73.00
"Feb 22, 2022",1908.10,1912.00,1890.80,1906.10,1906.10,173.00
"Feb 18, 2022",1899.40,1899.40,1890.70,1898.60,1898.60,51.00
"Feb 17, 2022",1876.30,1900.70,1876.20,1900.70,1900.70,393.00
"Feb 16, 2022",1858.70,1870.20,1856.30,1870.20,1870.20,34.00
"Feb 15, 2022",1872.60,1879.70,1847.40,1854.80,1854.80,86.00
"Feb 14, 2022",1861.80,1870.60,1854.60,1868.00,1868.00,79.00
"Feb 11, 2022",1822.00,1864.80,1822.00,1840.80,1840.80,181.00
"Feb 10, 2022",1833.30,1842.10,1820.80,1836.20,1836.20,365.00
"Feb 9, 2022",1825.40,1835.20,1825.30,1835.20,1835.20,683.00
"Feb 8, 2022",1818.90,1827.60,1815.00,1826.60,1826.60,108.00
"Feb 7, 2022",1812.20,1821.30,1809.10,1820.60,1820.60,601.00
"Feb 4, 2022",1806.00,1813.70,1792.50,1806.60,1806.60,571.00
"Feb 3, 2022",1805.80,1808.10,1787.90,1803.00,1803.00,466.00
"Feb 2, 2022",1797.80,1810.10,1795.10,1809.20,1809.20,1690.00
"Feb 1, 2022",1797.20,1806.10,1797.10,1800.30,1800.30,223.00
"Jan 31, 2022",1788.50,1798.50,1785.10,1795.00,1795.00,1735.00
"Jan 28, 2022",1797.50,1798.40,1778.80,1784.90,1784.90,28521.00
"Jan 27, 2022",1793.30,1793.30,1793.30,1793.30,1793.30,196036.00
"Jan 26, 2022",1829.90,1829.90,1829.90,1829.90,1829.90,55.00
"Jan 25, 2022",1843.00,1852.70,1842.00,1852.70,1852.70,11.00
"Jan 24, 2022",1837.90,1842.10,1837.90,1841.70,1841.70,8.00
"Jan 21, 2022",1838.00,1842.40,1828.90,1831.80,1831.80,19.00
"Jan 20, 2022",1840.60,1843.00,1838.20,1842.50,1842.50,20.00
"Jan 19, 2022",1817.40,1843.10,1817.40,1843.10,1843.10,4.00
"Jan 18, 2022",1816.80,1820.10,1812.30,1812.30,1812.30,900.00
"Jan 14, 2022",1821.50,1822.00,1816.50,1816.50,1816.50,816.00
"Jan 13, 2022",1819.80,1823.00,1815.40,1821.20,1821.20,40.00
"Jan 12, 2022",1819.00,1827.20,1816.90,1827.20,1827.20,1547.00
"Jan 11, 2022",1803.90,1822.50,1803.00,1818.60,1818.60,743.00
"Jan 10, 2022",1794.90,1798.70,1790.40,1798.40,1798.40,534.00
"Jan 7, 2022",1791.80,1797.00,1784.40,1797.00,1797.00,17.00
"Jan 6, 2022",1787.10,1791.30,1787.10,1788.70,1788.70,30.00
"Jan 5, 2022",1813.10,1824.60,1813.10,1824.60,1824.60,8.00
"Jan 4, 2022",1800.50,1815.30,1800.00,1814.00,1814.00,38.00
"Jan 3, 2022",1830.10,1830.10,1798.80,1799.40,1799.40,116.00
"Dec 31, 2021",1825.10,1827.80,1821.40,1827.50,1827.50,80.00
"Dec 30, 2021",1801.70,1816.00,1796.00,1812.70,1812.70,306.00
"Dec 29, 2021",1803.20,1805.10,1791.40,1805.10,1805.10,623.00
"Dec 28, 2021",1812.00,1818.00,1805.50,1810.20,1810.20,146.00
"Dec 27, 2021",1810.00,1812.10,1807.00,1808.10,1808.10,150.00
"Dec 23, 2021",1806.00,1811.20,1800.80,1811.20,1811.20,193.00
"Dec 22, 2021",1786.00,1805.20,1785.50,1801.60,1801.60,567.00
"Dec 21, 2021",1791.40,1796.50,1787.90,1787.90,1787.90,575.00
"Dec 20, 2021",1796.80,1799.80,1792.00,1793.70,1793.70,226.00
"Dec 17, 2021",1804.00,1812.90,1803.80,1803.80,1803.80,654.00
"Dec 16, 2021",1781.00,1798.10,1781.00,1796.60,1796.60,21.00
"Dec 15, 2021",1767.40,1778.70,1753.90,1762.60,1762.60,283.00
"Dec 14, 2021",1787.00,1787.00,1769.00,1770.40,1770.40,322.00
"Dec 13, 2021",1784.40,1787.10,1783.80,1786.30,1786.30,206.00
